Unclassified	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	No. Peptides	Spectral Count (Krona)	
	Bacteria	Unknown Kingdom	Firmicutes	Unknown Class	Unknown Order	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Unknown Species	Unknown Subspecies	22	27	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oligofermentans	Streptococcus oligofermentans AS 1.3089	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Unknown Family	Unknown Genus	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unknown Genus	Lachnospiraceae oral taxon 107	Lachnospiraceae oral taxon 107 str. F0167	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Unknown Genus	Unknown Species	Unknown Subspecies	2	2	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	Streptococcus sanguinis ATCC 29667	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda ruestringensis	Muricauda ruestringensis DSM 13258	1	3	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CAG:649	Unknown Subspecies	1	2	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum D10	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella dispar	Veillonella dispar ATCC 17748	1	2	
	Bacteria	Unknown Kingdom	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens	Eikenella corrodens ATCC 23834	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unknown Genus	Lachnospiraceae bacterium 7_1_58FAA	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Odoribacter sp. CAG:788	Unknown Subspecies	1	2	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	1	1	
	Bacteria	Unknown Kingdom	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	Haemophilus parainfluenzae T3T1	1	1	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. nucleatum	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Unknown Species	Unknown Subspecies	1	1	
	Bacteria	Unknown Kingdom	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. 6_1_27	Unknown Subspecies	2	3	
	Bacteria	Unknown Kingdom	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp. CM22	Unknown Subspecies	1	1	
