GO:0007155
GO:0008360
GO:0010628
GO:0007165
GO:0006956
GO:0050821
GO:0006955
GO:0006958
GO:0007229
GO:0007596
GO:0006886
GO:0045087
GO:0030036
GO:0043066
GO:0006954
GO:0001701
GO:0030449
GO:0006457
GO:0072659
GO:0002576
GO:0043312
GO:0016477
GO:0006898
GO:0007160
GO:0030335
GO:0005975
GO:0050900
GO:1900026
GO:0045944
GO:0045766
GO:0006911
GO:0030168
GO:0010951
GO:0042742
GO:0035556
GO:0016192
GO:0030334
GO:0008203
GO:0044267
GO:0042632
GO:0006888
GO:0050853
GO:0007015
GO:0070527
GO:0031532
GO:0001525
GO:0007283
GO:0060271
GO:0070374
GO:0033344
GO:0018149
GO:0009615
GO:0001934
GO:0034374
GO:0008284
GO:0045454
GO:0007186
GO:0015031
GO:0030866
GO:0007044
GO:0043687
GO:0008285
GO:0032092
GO:0033622
GO:0007399
GO:0051897
GO:0042158
GO:0009791
GO:0016525
GO:0042730
GO:0034383
GO:0030220
GO:0045893
GO:0010886
GO:0042159
GO:0042102
GO:0009617
GO:0048844
GO:0006957
GO:0009566
GO:0010744
GO:0042493
GO:0030317
GO:0045540
GO:0019433
GO:0006508
GO:0042953
GO:0051592
GO:0045214
GO:0034394
GO:0010629
GO:0006979
GO:0051017
GO:0006910
GO:0030301
GO:0000902
GO:0006642
GO:0006096
GO:0002250
GO:0030855
GO:0034446
GO:0050871
GO:0030198
GO:0048260
GO:0051693
GO:0043065
GO:0051764
GO:0006629
GO:0050776
GO:0042307
GO:0071346
GO:1901998
GO:0006099
GO:0006355
GO:0006915
GO:0098609
GO:0051092
GO:0007411
GO:0043536
GO:0051918
GO:0042127
GO:0042177
GO:0006869
GO:0016032
GO:0010976
GO:0038096
GO:0043547
GO:0030154
GO:0050714
GO:0006511
GO:0007264
GO:0090307
GO:0007017
GO:0006897
GO:0045184
GO:0042026
GO:0010884
GO:0030032
GO:0032355
GO:0006879
GO:0030336
GO:0000187
GO:0030097
GO:0042060
GO:0006953
GO:0031032
GO:0032956
GO:0048146
GO:0006779
GO:0006874
GO:0051702
GO:0044319
GO:0048675
GO:0043113
GO:0019882
GO:0007159
GO:0007597
GO:2001046
GO:0007266
GO:0031639
GO:0031589
GO:0007009
GO:0006635
GO:0051220
GO:0006357
GO:0018105
GO:0032496
GO:0007339
GO:0010763
GO:0060100
GO:0050731
GO:0010575
GO:0042744
GO:0071526
GO:0032212
GO:0045921
GO:0006606
GO:0043433
GO:0006631
GO:0034599
GO:0007568
GO:0098761
GO:0034314
GO:0006509
GO:0001778
GO:0030308
GO:0070373
GO:0035987
GO:0070372
GO:0043407
GO:0043161
GO:0007195
GO:0045773
GO:0006986
GO:0007016
GO:0043087
GO:0051260
GO:0000278
GO:0014068
GO:0007420
GO:0051603
GO:0046034
GO:1904851
GO:0038095
GO:0030224
GO:0043534
GO:0090042
GO:0016479
GO:1901381
GO:2000427
GO:0030048
GO:1903923
GO:0046777
GO:0002260
GO:0033138
GO:0032418
GO:0051496
GO:0006936
GO:0061844
GO:0055085
GO:0033627
GO:0001523
GO:0051279
GO:0032482
GO:0072378
GO:0045892
GO:0030041
GO:0022617
GO:0034976
GO:0015986
GO:0045727
GO:0051289
GO:0001666
GO:0071356
GO:0065003
GO:0007507
GO:1905684
GO:0030433
GO:0002224
GO:1902042
GO:0051301
GO:0090263
GO:0032506
GO:0016322
GO:0006094
GO:0010468
GO:0010595
GO:0032796
GO:0001970
GO:0045055
GO:0006006
GO:0006909
GO:0030031
GO:0007161
GO:0006816
GO:0008015
GO:0000122
GO:0007166
GO:0051016
GO:2000379
GO:0051726
GO:0002377
GO:0045745
GO:0007179
GO:0043524
GO:0010757
GO:0048661
GO:0007005
GO:0007156
GO:0071277
GO:0042593
GO:0006412
GO:0000226
GO:2001237
GO:0006919
GO:0006749
GO:0061024
GO:0042542
GO:0034382
GO:0034116
GO:2000352
GO:0007010
GO:0071353
GO:0019835
GO:0050728
GO:1903919
GO:0051258
GO:0043297
GO:0007162
GO:0034378
GO:0034371
GO:0008283
GO:0001895
GO:0030511
GO:1903140
GO:0016601
GO:0042157
GO:0007520
GO:0051607
GO:0050852
GO:0051085
GO:0000165
GO:0007163
GO:0070371
GO:0150062
GO:0150064
GO:0042535
GO:0031424
GO:0030212
GO:0006470
GO:0034605
GO:0051131
GO:0001798
GO:0043154
GO:0000212
GO:0007030
GO:0034447
GO:0070830
GO:0010811
GO:0002009
GO:0006641
GO:0051973
GO:0050727
GO:0030307
GO:0097278
GO:0051295
GO:0001768
GO:0031623
GO:0042531
GO:0050829
GO:1905114
GO:0097242
GO:0030512
GO:0009749
GO:0001843
GO:0010828
GO:0010866
GO:0010269
GO:0060047
GO:0045907
GO:1903078
GO:2000353
GO:0043691
GO:0042776
GO:1904237
GO:0001869
GO:0016567
GO:0002244
GO:0009306
GO:0031334
GO:0006281
GO:0045109
GO:0120162
GO:0046931
GO:0032760
GO:0030218
GO:0030194
GO:0050921
GO:0016064
GO:0009267
GO:0032259
GO:0007204
GO:0030195
GO:0009409
GO:0043032
GO:1901224
GO:0050830
GO:0090277
GO:0051919
GO:0019731
GO:0000281
GO:0034113
GO:0006887
GO:0019221
GO:0010873
GO:0043123
GO:0006469
GO:0006468
GO:0006695
GO:0052047
GO:1901166
GO:2001202
GO:0030316
GO:0061436
GO:0048812
GO:0009058
GO:0007050
GO:0030838
GO:0090331
GO:0071456
GO:0033700
GO:1902600
GO:0035584
GO:0051893
GO:0020027
GO:0034379
GO:0055072
GO:0001938
GO:0061028
GO:0034375
GO:0051271
GO:0018107
GO:0009743
GO:0031581
GO:0034620
GO:0050804
GO:2000601
GO:0048741
GO:0060395
GO:0071222
GO:0032967
GO:0031638
GO:0055114
GO:0050766
GO:1900182
GO:0070328
GO:2001244
GO:0048821
GO:0051259
GO:0010592
GO:0030593
GO:0036120
GO:0008217
GO:0051838
GO:0006260
GO:0034333
GO:0034380
GO:0051639
GO:1900025
GO:0033690
GO:0009611
GO:0051493
GO:0090023
GO:1902966
GO:0045780
GO:0048863
GO:0006605
GO:1902004
GO:0006935
GO:0045471
GO:0009408
GO:0071379
GO:0030833
GO:0048008
GO:0007188
GO:0050860
GO:0006974
GO:0001933
GO:2001027
GO:0050901
GO:0035264
GO:0030970
GO:1901388
GO:0032436
GO:0090136
GO:0007169
GO:1903659
GO:0010942
GO:0042981
GO:0034372
GO:0001937
GO:0071363
GO:0002544
GO:0018279
GO:0006904
GO:0060976
GO:0035904
GO:0006486
GO:0045785
GO:0090051
GO:0031175
GO:0007219
GO:0030216
GO:0048041
GO:0051894
GO:0006952
GO:0032456
GO:0043652
GO:0006826
GO:0007565
GO:0071803
GO:1903364
GO:0046716
GO:0006611
GO:0050885
GO:0032715
GO:0032091
GO:0042130
GO:0046470
GO:0006541
GO:0043280
GO:0032930
GO:0050918
GO:0090090
GO:0008637
GO:0031647
GO:0000132
GO:0045669
GO:0007605
GO:0007626
GO:0016197
GO:0031668
GO:0010498
GO:0003281
GO:0006098
GO:2001238
GO:0010613
GO:0031663
GO:0090303
GO:0048333
GO:0060326
GO:1902043
GO:0030042
GO:0061077
GO:1904702
GO:0009116
GO:0070493
GO:0032088
GO:0019934
GO:0043537
GO:0072593
GO:0051290
GO:0006101
GO:0035855
GO:0051006
GO:0051659
GO:0006890
GO:0070301
GO:0043304
GO:0043029
GO:0006633
GO:0007257
GO:0035372
GO:0032695
GO:1903588
GO:0001953
GO:0000160
GO:0010499
GO:0043406
GO:0006120
GO:0031648
GO:0032147
GO:0071300
GO:0010977
GO:0030193
GO:0050729
GO:0034097
GO:0090527
GO:0010751
GO:0043152
GO:0030968
GO:1990830
GO:0070588
GO:0043320
GO:0046889
GO:0006464
GO:0042100
GO:0033209
GO:0051881
GO:0042475
GO:0050873
GO:0007416
GO:0032981
GO:0042098
GO:0002040
GO:0016042
GO:1903146
GO:0070266
GO:0006108
GO:0007612
GO:0010033
GO:0042327
GO:0001932
GO:0032880
GO:0043277
GO:0008361
GO:0070584
GO:0033539
GO:0071560
GO:0001867
GO:2000811
GO:0043149
GO:0032720
GO:0050832
GO:0007049
GO:0040037
GO:0032026
GO:0030836
GO:0071712
GO:0016485
GO:0051560
GO:0006914
GO:0001755
GO:0023014
GO:0030163
GO:0007275
GO:0032868
GO:0007189
GO:0051298
GO:0051898
GO:0010642
GO:0002605
GO:0002581
GO:0010748
GO:0010754
GO:0048873
GO:0042147
GO:0010634
GO:0010875
GO:0019430
GO:0050718
GO:0030010
GO:0045732
GO:0006310
GO:0007018
GO:0019216
GO:1902961
GO:0051056
GO:0002227
GO:0051014
GO:0043491
GO:0030890
GO:0006414
GO:0042311
GO:1903862
GO:0046847
GO:0061097
GO:0039694
GO:0071394
GO:1900121
GO:0043410
GO:0061025
GO:0034756
GO:0048813
GO:0001954
GO:0045588
GO:0007249
GO:2000045
GO:0019752
GO:2000406
GO:0090141
GO:0035690
GO:0071404
GO:0006730
GO:2001243
GO:0071902
GO:0007080
GO:0045199
GO:0007599
GO:1990000
GO:0033630
GO:0043542
GO:0043588
GO:0051091
GO:0035583
GO:0051546
GO:0006417
GO:0038083
GO:0045807
GO:0006189
GO:0007173
GO:0045616
GO:0071281
GO:0001836
GO:0035509
GO:0097320
GO:0007097
GO:0045429
GO:0033628
GO:0001764
GO:0051453
GO:0007584
GO:0051497
GO:0009060
GO:0050732
GO:0060348
GO:0016579
GO:0008344
GO:0007029
GO:2000249
GO:0043653
GO:0042246
GO:0010812
GO:0032755
GO:0006883
GO:0030900
GO:0090330
GO:0042110
GO:0032869
GO:0043589
GO:1902287
GO:0051895
GO:0008154
GO:1903515
GO:0046597
GO:0043627
GO:0030300
GO:0010918
GO:0010800
GO:0050890
GO:0030199
GO:0045648
GO:0009051
GO:0001782
GO:0031640
GO:0000302
GO:0006906
GO:0040014
GO:0090200
