og	gos
COG0514	GO:0004386,GO:0003824,GO:0016818,GO:0016787,GO:0003676,GO:0016817,GO:0005488,GO:0016462,GO:0017111,GO:0000166,GO:1901363,GO:0097159,GO:1901265,GO:0036094,GO:0043167,GO:0032549,GO:0017076,GO:0032555,GO:0032550,GO:0032553,GO:0035639,GO:0043168,GO:0001883,GO:0001882,GO:0005524,GO:0032559,GO:0030554,GO:0008026,GO:0016887,GO:0042623,GO:0070035,GO:0003678,GO:0008094,GO:0004003,GO:0043138,GO:0043140,GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0046483,GO:0006807,GO:0034641,GO:1901360,GO:0006139,GO:0006725,GO:0006200,GO:1901361,GO:0046700,GO:0034655,GO:0044270,GO:0009056,GO:0019439,GO:1901575,GO:0044248,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0009169,GO:0009199,GO:0009261,GO:1901292,GO:0006753,GO:0019693,GO:0006796,GO:0044710,GO:0046034,GO:1901564,GO:0006195,GO:0009116,GO:0009259,GO:1901136,GO:1901135,GO:0072521,GO:0072523,GO:0006793,GO:0046130,GO:0042454,GO:1901565,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0042278,GO:0009117,GO:0009119,GO:1901657,GO:1901658,GO:0009207,GO:0009205,GO:0009203,GO:0046128,GO:0006163,GO:0009158,GO:0009154,GO:0009150,GO:0009128,GO:0009123,GO:0009126,GO:0009125,GO:0055086,GO:0006152,GO:0043170,GO:0044260,GO:0090304,GO:0006259,GO:0006310,GO:0044699,GO:0044763,GO:0050896,GO:0051716,GO:0033554,GO:0071103,GO:0006950,GO:0006281,GO:0032508,GO:0006974,GO:0032392,GO:0006260,GO:0009058,GO:0009059,GO:1901576,GO:0044249,GO:0034645,GO:0009605,GO:0031668,GO:0071496,GO:0009991,GO:0007154,GO:0009432,GO:0005622,GO:0044464,GO:0005623
COG0550	GO:0016853,GO:0003916,GO:0003824,GO:0003917,GO:0005488,GO:0043167,GO:1901363,GO:0097159,GO:0000166,GO:1901265,GO:0036094,GO:0035639,GO:0001883,GO:0001882,GO:0043168,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0043169,GO:0046872,GO:0016787,GO:0017111,GO:0016818,GO:0016817,GO:0016462,GO:0016887,GO:0042623,GO:0003918,GO:0061505,GO:0008094,GO:0008152,GO:0009987,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0044237,GO:0071704,GO:0044238,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0006265,GO:0071103,GO:0044710,GO:0044281,GO:0019637,GO:1901575,GO:1901361,GO:0046700,GO:0019439,GO:0034655,GO:0044270,GO:0006753,GO:0044248,GO:0009123,GO:0055086,GO:0009117,GO:0009056,GO:0006796,GO:0006793,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0009161,GO:0046130,GO:0009169,GO:0009199,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0042454,GO:1901564,GO:1901565,GO:0009128,GO:0006163,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:0006200,GO:0009158,GO:0009154,GO:0009261,GO:0009150,GO:1901292,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:1901136,GO:1901135,GO:0072521,GO:0072523,GO:0006152,GO:0009116,GO:0009119,GO:0019693,GO:1901657,GO:1901658,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005694,GO:0043228,GO:0043232
COG0582	GO:1901363,GO:0005488,GO:0097159,GO:0003677,GO:0003676,GO:0003824,GO:0008907,GO:0009009,GO:0009037,GO:0008152,GO:0015074,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0071704,GO:0044238,GO:0044237,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0006310,GO:0044763,GO:0044699,GO:0032196,GO:0006313,GO:0007059,GO:0007049,GO:0051301,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0675	GO:0003824,GO:0008152,GO:0071704,GO:0044238,GO:0009987,GO:0044237,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0006725,GO:0046483,GO:0043170,GO:0090304,GO:0044260,GO:0006259
COG0742	GO:0008168,GO:0003824,GO:0016740,GO:0016741,GO:0005488,GO:0003676,GO:1901363,GO:0097159,GO:0008757,GO:0008990,GO:0008649,GO:0016435,GO:0008173,GO:0008170,GO:0031167,GO:0008152,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:0044260,GO:1901360,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0009451,GO:0034660,GO:0071840,GO:0042254,GO:0010467,GO:0006364,GO:0022613,GO:0032259,GO:0034470,GO:0043412,GO:0043414,GO:0001510,GO:0016070,GO:0016072,GO:0000154,GO:0044085,GO:0006396
COG0827	GO:0003824,GO:0003676,GO:0005488,GO:1901363,GO:0097159,GO:0008168,GO:0016740,GO:0016741,GO:0003677,GO:0000166,GO:1901265,GO:0036094,GO:0035639,GO:0043167,GO:0001883,GO:0001882,GO:0043168,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0016787,GO:0008170,GO:0017111,GO:0004386,GO:0016818,GO:0016817,GO:0016462,GO:0009008,GO:0008757,GO:0009007,GO:0008152,GO:0032259,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044260,GO:0006259,GO:0006304,GO:0043412,GO:0006306,GO:0019222,GO:0050789,GO:0006305,GO:0040029,GO:0065007,GO:0010468,GO:0060255,GO:0044728,GO:0043414,GO:0032775
COG1194	GO:0003824,GO:0016787,GO:0005488,GO:0016788,GO:0004518,GO:0004519,GO:0051540,GO:0051539,GO:0051536,GO:0003676,GO:1901363,GO:0097159,GO:0003677,GO:0016798,GO:0016799,GO:0019104,GO:0008152,GO:0006281,GO:0009987,GO:0050896,GO:1901360,GO:0051716,GO:0046483,GO:0006807,GO:0006139,GO:0006950,GO:0034641,GO:0044699,GO:0044238,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0044763,GO:0044237,GO:0033554,GO:0044260,GO:0006974,GO:0006259,GO:0006284,GO:0090305,GO:0044464,GO:0005623,GO:0005622
COG1353	GO:0003824,GO:0016787,GO:0005488,GO:0043169,GO:0043167,GO:0046872,GO:0008081,GO:0016788,GO:0042578,GO:0008152
COG1518	GO:0003824,GO:0005488,GO:0016787,GO:0016788,GO:0004518,GO:0004519,GO:0043169,GO:0043167,GO:0046872,GO:0090305,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:1901360,GO:0071704,GO:0009987,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044260,GO:0006259,GO:0044699,GO:0006950,GO:0044763,GO:0050896,GO:0016043,GO:0071840,GO:0043571,GO:0043570,GO:0006996,GO:0051276,GO:0051607,GO:0009615,GO:0051704,GO:0006952,GO:0051707,GO:0009607,GO:0002376,GO:0002252
COG1658	GO:0005488,GO:0003824,GO:1901363,GO:0004540,GO:0004521,GO:0016787,GO:0016788,GO:0016893,GO:0016891,GO:0004518,GO:0004519,GO:0043822,GO:0097159,GO:0003676,GO:0019843,GO:0003723,GO:0043167,GO:0000287,GO:0043169,GO:0046872,GO:0016853,GO:0090305,GO:0046483,GO:0006807,GO:1901360,GO:0008152,GO:0034641,GO:0009987,GO:0071704,GO:0044237,GO:0006139,GO:0006725,GO:0043170,GO:0090304,GO:0044238,GO:0071840,GO:0006364,GO:0034660,GO:0044260,GO:0042254,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0010467,GO:0044085,GO:0006396,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG2816	GO:0016787,GO:0003824,GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0016818,GO:0016817,GO:0016462,GO:0004551,GO:0000210,GO:0046914,GO:0030145,GO:0000287,GO:0008270,GO:0008152
COG2818	GO:0003824,GO:0016799,GO:0016798,GO:0008725,GO:0043733,GO:0016787,GO:0019104,GO:0003905,GO:1901360,GO:0046483,GO:0006807,GO:0008152,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0044237,GO:0071704,GO:0044238,GO:0006281,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0033554,GO:0044699,GO:0051716,GO:0006950,GO:0050896,GO:0006974,GO:0044763,GO:0006284
COG3359	GO:0097159,GO:0005488,GO:0003676,GO:1901363,GO:0016787,GO:0004518,GO:0004527,GO:0016788,GO:0003824,GO:0090305,GO:0006139,GO:0044238,GO:0009987,GO:0006725,GO:0044237,GO:0043170,GO:0090304,GO:0071704,GO:0034641,GO:0006807,GO:0008152,GO:1901360,GO:0046483
COG3547	GO:0005488,GO:0003676,GO:0003677,GO:1901363,GO:0097159,GO:0003824,GO:0004803,GO:1901360,GO:0046483,GO:0006807,GO:0044260,GO:0008152,GO:0034641,GO:0044699,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0044763,GO:0044238,GO:0044237,GO:0006259,GO:0032196,GO:0006310,GO:0006313,GO:0050896,GO:0051716,GO:0006950,GO:0006281,GO:0033554,GO:0006974
ENOG410XQUD	GO:0016787,GO:0004386,GO:0003824,GO:0017111,GO:0016818,GO:0016817,GO:0016462,GO:0003676,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0097159,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0008026,GO:0016887,GO:0042623,GO:0070035,GO:0008152,GO:0046434,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009166,GO:0009167,GO:0009128,GO:0006807,GO:0044237,GO:0009161,GO:0009123,GO:0006195,GO:0009126,GO:0009259,GO:1901360,GO:0009125,GO:0046700,GO:0006139,GO:0044710,GO:0072523,GO:1901565,GO:0046130,GO:0046483,GO:0042278,GO:0006200,GO:0071704,GO:0009199,GO:0055086,GO:0006152,GO:0009169,GO:0009207,GO:0009205,GO:0009987,GO:0009203,GO:0009158,GO:1901361,GO:0046034,GO:0009154,GO:0006725,GO:1901575,GO:0009150,GO:0009261,GO:0019637,GO:0034641,GO:0009117,GO:0009116,GO:0034655,GO:0009119,GO:0046128,GO:0009056,GO:0044248,GO:0042454,GO:0072521,GO:0044238,GO:1901564,GO:0044270,GO:1901136,GO:1901135,GO:0009164,GO:0019693,GO:0006163,GO:1901657,GO:0006796,GO:1901292,GO:0006793,GO:0019439,GO:0006753,GO:1901658,GO:0044281
ENOG410ZWC5	GO:0016787,GO:0003824,GO:0004518,GO:0004519,GO:0016788,GO:0005488,GO:0003676,GO:0097159,GO:1901363,GO:0003723,GO:0008152,GO:0090304,GO:0090305,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044260,GO:0009615,GO:0010467,GO:0051704,GO:0006952,GO:0006950,GO:0051707,GO:0016070,GO:0009607,GO:0051607,GO:0050896,GO:0002376,GO:0002252,GO:0006396,GO:0043234,GO:0032991
ENOG411012J	GO:0097159,GO:0005488,GO:0003676,GO:1901363,GO:0004803,GO:0003824,GO:0003677,GO:0006310,GO:0006139,GO:0006313,GO:0044260,GO:0044238,GO:0009987,GO:0006725,GO:0032196,GO:0044237,GO:0043170,GO:0090304,GO:0071704,GO:0034641,GO:0006807,GO:0044763,GO:1901360,GO:0008152,GO:0006259,GO:0044699,GO:0046483
COG0206	GO:0005488,GO:0043167,GO:0035639,GO:0000166,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0019001,GO:0032561,GO:1901265,GO:0032549,GO:0017076,GO:0005525,GO:0036094,GO:0097159,GO:0032555,GO:0032550,GO:0032553,GO:0016787,GO:0003924,GO:0017111,GO:0003824,GO:0016818,GO:0016817,GO:0016462,GO:0016043,GO:0071840,GO:0022607,GO:0044085,GO:0065003,GO:0070271,GO:0051258,GO:0043933,GO:0034622,GO:0071822,GO:0006461,GO:0043623,GO:0009987,GO:0044763,GO:0044699,GO:0006184,GO:0046434,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:1901360,GO:1901361,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046128,GO:0046483,GO:1901564,GO:1901565,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0046039,GO:0006807,GO:0006195,GO:1901575,GO:1901069,GO:1901068,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0008152,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0034641,GO:0009259,GO:0006139,GO:0009056,GO:0042278,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0007049,GO:0051301,GO:0000910,GO:0022402,GO:0000917,GO:0032506,GO:0090529,GO:0000003,GO:0043093,GO:0019954,GO:0032505,GO:0007017,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043234,GO:0032991,GO:0032153,GO:0043229,GO:0043226,GO:0044446,GO:0044422,GO:0043228,GO:0005874,GO:0044430,GO:0005856,GO:0015630,GO:0043232
ENOG4112777	GO:0046872,GO:0043169,GO:0043167,GO:0005488,GO:0005509,GO:0016265,GO:0019835,GO:0044179,GO:0051715,GO:0044364,GO:0009987,GO:0031640,GO:0035821,GO:0065007,GO:0009405,GO:0044763,GO:0001906,GO:0065008,GO:0008219,GO:0044699,GO:0051704,GO:0005576,GO:0018995,GO:0044218,GO:0044217,GO:0044215,GO:0020002,GO:0033643,GO:0016021,GO:0016020,GO:0044279,GO:0043657,GO:0033644,GO:0043245,GO:0044425,GO:0044421,GO:0031224,GO:0044216
COG1209	GO:0016779,GO:0016740,GO:0003824,GO:0016772,GO:0008879,GO:0005488,GO:0043167,GO:0043169,GO:0046872,GO:0008152,GO:0009058,GO:0009987,GO:1901576,GO:0044249,GO:0071704,GO:0044237,GO:0044238,GO:0016051,GO:0043170,GO:0044264,GO:0044262,GO:0044260,GO:0044723,GO:0034645,GO:0034637,GO:0033692,GO:0000271,GO:0009059,GO:0005975,GO:0005976,GO:0045226,GO:0046379
COG2089	GO:0003824,GO:0016740,GO:0016765,GO:0050462,GO:0047444,GO:0008152,GO:0071704,GO:0044723,GO:0044238,GO:0005975,GO:1901576,GO:0009058,GO:0016051
COG2148	GO:0016740,GO:0003824,GO:0016780,GO:0016772,GO:0047360,GO:0016757,GO:0008152,GO:0009058
COG2173	GO:0008238,GO:0008233,GO:0008237,GO:0016787,GO:0003824,GO:0070011,GO:0016805,GO:0008152,GO:0071704,GO:0043170,GO:0006508,GO:0044238,GO:0019538,GO:0005618,GO:0044464,GO:0071944,GO:0005623,GO:0030312
COG3040	GO:0005215,GO:0005488,GO:0008289,GO:0031409,GO:0036094,GO:0006810,GO:0051234,GO:0051179,GO:0006950,GO:0050896,GO:0005576,GO:0044464,GO:0005623
COG3307	GO:0003824,GO:0016874,GO:0008152
COG3944	GO:0030234,GO:0016740,GO:0016301,GO:0003824,GO:0016772,GO:0004713,GO:0004672,GO:0016773,GO:0015291,GO:1901476,GO:0015144,GO:0022804,GO:0015295,GO:0015294,GO:0005351,GO:0015293,GO:0051119,GO:0005215,GO:0008324,GO:0022891,GO:0022892,GO:0005402,GO:0015542,GO:0015075,GO:0022857,GO:0004715,GO:0044249,GO:0034645,GO:0033692,GO:0009103,GO:1901576,GO:0044264,GO:0044262,GO:0044260,GO:0016051,GO:0071704,GO:0006629,GO:0009987,GO:0000271,GO:0044710,GO:0034637,GO:0009058,GO:0009059,GO:0008152,GO:0044723,GO:0044255,GO:0008610,GO:0008653,GO:0044238,GO:0005975,GO:0005976,GO:1901137,GO:1901135,GO:0044237,GO:0043170,GO:0050790,GO:0044699,GO:0044763,GO:0045229,GO:0045227,GO:0045226,GO:0016043,GO:0071840,GO:0046379,GO:0045230,GO:0050789,GO:0065007,GO:0019222,GO:0065009,GO:0016310,GO:0006796,GO:0006793,GO:0043412,GO:0044267,GO:0006468,GO:0006464,GO:0019538,GO:0036211,GO:0006818,GO:0008643,GO:0006810,GO:0071702,GO:0015672,GO:0006812,GO:0006811,GO:0006859,GO:0006858,GO:0015992,GO:0051234,GO:0051179,GO:0055085,GO:0034219,GO:0044765,GO:0034220,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG3955	NA
ENOG410YCZ8	GO:0016020,GO:0005576,GO:0005618,GO:0071944,GO:0044464,GO:0005623,GO:0030312
ENOG410YPU2	GO:0071944,GO:0016020,GO:0044464,GO:0005623,GO:0005886
ENOG410ZWTG	GO:0044699,GO:0022610,GO:0009987,GO:0044763,GO:0007155,GO:0044464,GO:0005623,GO:0005618,GO:0071944,GO:0030312,GO:0005581,GO:0031012,GO:0044421,GO:0044420,GO:0005578,GO:0005576
ENOG411002V	NA
ENOG41102T8	GO:0003824,GO:0016787,GO:0071704,GO:0071554,GO:0044260,GO:0016998,GO:0009987,GO:0044237,GO:0043170,GO:0044248,GO:0044036,GO:0044763,GO:0071840,GO:0008152,GO:0009056,GO:0044699
ENOG4111GU7	NA
ENOG411285U	GO:0030246,GO:0005488,GO:0016020
ENOG4112B3N	GO:0016787,GO:0016977,GO:0016798,GO:0003824,GO:0004553,GO:0030246,GO:0005488,GO:0044238,GO:0005975,GO:0071704,GO:0008152,GO:0071554,GO:0044260,GO:0016998,GO:0044036,GO:0009987,GO:0044237,GO:0043170,GO:0044248,GO:0044763,GO:0071840,GO:0009056,GO:0044699,GO:0005576
COG1298	GO:0044699,GO:0009987,GO:0044763,GO:0051179,GO:0008104,GO:0032940,GO:0071702,GO:0033036,GO:0006810,GO:0009306,GO:0045184,GO:0044765,GO:0051649,GO:0051234,GO:0051641,GO:0046903,GO:0015031,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1345	GO:0009987,GO:0044763,GO:0044699,GO:0007155,GO:0022610,GO:0006928,GO:0043232,GO:0044464,GO:0005623,GO:0005622,GO:0043229,GO:0043228,GO:0009288,GO:0044424,GO:0043226
COG1868	GO:0016787,GO:0016818,GO:0016462,GO:0016817,GO:0017111,GO:0003824,GO:0003774,GO:0040011,GO:0006928,GO:0051674,GO:0044699,GO:0042330,GO:0009987,GO:0006935,GO:0044763,GO:0042221,GO:0051179,GO:0009605,GO:0048870,GO:0050896,GO:0001539,GO:0008152,GO:0044464,GO:0005623,GO:0043232,GO:0005622,GO:0043229,GO:0043228,GO:0009288,GO:0044424,GO:0043226,GO:0044461,GO:0044463,GO:0009425,GO:0042995,GO:0044422,GO:0016020,GO:0071944,GO:0005886
COG3170	GO:0009987,GO:0044763,GO:0008152,GO:0044699,GO:0071704,GO:0071554,GO:0044260,GO:0016998,GO:0044237,GO:0043170,GO:0044248,GO:0044036,GO:0071840,GO:0009056,GO:0016020,GO:0044425,GO:0016021,GO:0031224
ENOG4111V7U	NA
COG0298	NA
COG1030	GO:0016787,GO:0003824,GO:0008233,GO:0008152,GO:0044238,GO:0019538,GO:0043170,GO:0071704,GO:0006508,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1066	GO:0005488,GO:0043167,GO:1901363,GO:0000166,GO:1901265,GO:0036094,GO:0097159,GO:0003676,GO:0035639,GO:0003677,GO:0001883,GO:0001882,GO:0043168,GO:0032549,GO:0017076,GO:0005524,GO:0030554,GO:0003684,GO:0032559,GO:0032555,GO:0032550,GO:0032553,GO:0003824,GO:0016787,GO:0017111,GO:0016818,GO:0016817,GO:0016462,GO:0043169,GO:0046872,GO:0016887,GO:0042623,GO:0008094,GO:0008168,GO:0016740,GO:0016741,GO:1901360,GO:0046483,GO:0034641,GO:0006807,GO:0008152,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0071704,GO:0044238,GO:0044237,GO:0006281,GO:0033554,GO:0044260,GO:0051716,GO:0006950,GO:0050896,GO:0044763,GO:0044699,GO:0006974,GO:0090304,GO:0006259,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901564,GO:1901565,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0032259
COG1076	GO:0008152,GO:0009987,GO:0044237,GO:0019538,GO:0006457,GO:0044260,GO:0044267,GO:0043170,GO:0071704,GO:0044238,GO:0016043,GO:0071840,GO:0022607,GO:0044085,GO:0065003,GO:0070271,GO:0051259,GO:0043933,GO:0071822,GO:0006461,GO:0050896,GO:0006950,GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031224,GO:0016021,GO:0005886,GO:0044425
COG1391	GO:0016740,GO:0003824,GO:0016779,GO:0016772,GO:0008882,GO:0070566,GO:0035639,GO:0005488,GO:0043167,GO:1901363,GO:0001883,GO:0001882,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0005524,GO:0036094,GO:0030554,GO:0032559,GO:0097159,GO:0032555,GO:0032550,GO:0032553,GO:0016874,GO:0008152
COG2020	GO:0003824,GO:0016740,GO:0008168,GO:0016741,GO:0008276,GO:0051998,GO:0003880,GO:0008171,GO:0010340,GO:0004671,GO:0008757,GO:0008152,GO:0032259,GO:0071704,GO:0044238,GO:0009987,GO:0006481,GO:0044237,GO:0019538,GO:0044267,GO:0044260,GO:0043412,GO:0036211,GO:0043170,GO:0006464,GO:0006479,GO:0043414,GO:0018410,GO:0043687,GO:0008213,GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044444,GO:0005783
ENOG410XQB4	GO:0016853,GO:0016859,GO:0003824,GO:0003755,GO:0000413,GO:0009987,GO:0044260,GO:0008152,GO:0043170,GO:0071704,GO:0044238,GO:0044237,GO:0019538,GO:0044267,GO:0018193,GO:0018208,GO:0006457,GO:0043412,GO:0036211,GO:0006464,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005634,GO:0044446,GO:0044428,GO:0005681,GO:0044422,GO:0030529,GO:0071013,GO:0032991
ENOG410XQZU	GO:0003824,GO:0016740,GO:0016757,GO:0019222,GO:0060255,GO:0010608,GO:0031647,GO:0050789,GO:0065007,GO:0065008,GO:0010468,GO:0008152,GO:0071944,GO:0016020,GO:0044464,GO:0005623,GO:0005886
ENOG410XT59	GO:0016853,GO:0003824,GO:0016859,GO:0003755,GO:0000413,GO:0008152,GO:0044238,GO:0018208,GO:0044260,GO:0044267,GO:0019538,GO:0044237,GO:0009987,GO:0018193,GO:0043170,GO:0071704,GO:0043412,GO:0036211,GO:0006464,GO:0006457
ENOG411131D	GO:0005178,GO:0005515,GO:0032403,GO:0005102,GO:0005488,GO:0004930,GO:0038023,GO:0060089,GO:0004888,GO:0004872,GO:0004871,GO:0044699,GO:0009987,GO:0044763,GO:0022610,GO:0051716,GO:0007155,GO:0050896,GO:0070887,GO:0071229,GO:0009719,GO:0043200,GO:1901698,GO:0071417,GO:0071310,GO:0071495,GO:1901700,GO:0071230,GO:1901701,GO:0001101,GO:0042221,GO:0010033,GO:0010243,GO:1901699,GO:0023052,GO:0007165,GO:0007166,GO:0007154,GO:0050789,GO:0065007,GO:0050794,GO:0044700,GO:0022603,GO:1901342,GO:0007218,GO:0000003,GO:0045765,GO:0016043,GO:0071840,GO:0043062,GO:0048519,GO:0007186,GO:0032501,GO:0050793,GO:0007229,GO:0022414,GO:0051239,GO:0051704,GO:0051093,GO:0044703,GO:0044706,GO:0007565,GO:0030198,GO:2000026,GO:0016525,GO:0031012,GO:0044421,GO:0005576,GO:0005578,GO:0005581,GO:0044420,GO:0044464,GO:0005623,GO:0005783,GO:0005788,GO:0043229,GO:0071944,GO:0043227,GO:0043226,GO:0031224,GO:0005737,GO:0016021,GO:0016020,GO:0044432,GO:0030934,GO:0031974,GO:0005886,GO:0005593,GO:0005597,GO:0043231,GO:0043233,GO:0005622,GO:0044446,GO:0070013,GO:0044444,GO:0044424,GO:0044425,GO:0044422
COG2203	GO:0003824,GO:0004871,GO:0060089,GO:0016740,GO:0016772,GO:0016301,GO:0016773,GO:0004672,GO:0016775,GO:0004673,GO:0038023,GO:0004872,GO:0000155,GO:0005488,GO:0043167,GO:1901363,GO:0097159,GO:0043168,GO:0000166,GO:1901265,GO:0032549,GO:0017076,GO:0032555,GO:0032550,GO:0032553,GO:0035639,GO:0001883,GO:0001882,GO:0036094,GO:0005524,GO:0032559,GO:0030554,GO:0016829,GO:0016849,GO:0000156,GO:0046872,GO:0043169,GO:0023014,GO:0008152,GO:0009987,GO:0050789,GO:0065007,GO:0050794,GO:0050896,GO:0044699,GO:0044763,GO:0051716,GO:0007154,GO:0007165,GO:0044700,GO:0023052,GO:0044237,GO:0044238,GO:0071704,GO:0006796,GO:0006793,GO:0000160,GO:0044260,GO:0043170,GO:0019538,GO:0044267,GO:0036211,GO:0043412,GO:0006464,GO:0016310,GO:0006468,GO:0035556,GO:1901362,GO:1901360,GO:0046483,GO:0019438,GO:0006807,GO:1901576,GO:0018130,GO:0034654,GO:0044271,GO:0044249,GO:0034641,GO:0006139,GO:0006725,GO:0009058,GO:0044710,GO:0009165,GO:0009190,GO:0019637,GO:0044281,GO:0090407,GO:0009117,GO:0006753,GO:0055086,GO:0009187,GO:1901293,GO:0080090,GO:0019222,GO:0060255,GO:2001141,GO:0009889,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0051171,GO:0042221,GO:0006950,GO:0051606,GO:0046777,GO:0009628,GO:0009593,GO:0036293,GO:0001666,GO:0003032,GO:0070483,GO:0070482,GO:0016020,GO:0031224,GO:0016021,GO:0044425
COG2365	GO:0016787,GO:0003824,GO:0016791,GO:0042578,GO:0016788,GO:0004721,GO:0004725,GO:0035335,GO:0008152,GO:0009987,GO:0044237,GO:0016311,GO:0006796,GO:0006793,GO:0044260,GO:0043170,GO:0071704,GO:0044238,GO:0006470,GO:0019538,GO:0044267,GO:0036211,GO:0043412,GO:0006464
COG3103	GO:0003824,GO:0016787,GO:0016810,GO:0016811,GO:0008745,GO:0016798,GO:0004553,GO:0008152,GO:0071704,GO:0043170,GO:0006807,GO:0009056,GO:0030203,GO:0000270,GO:1901564,GO:1901135,GO:0006022,GO:1901575,GO:0009253,GO:0009057,GO:1901565,GO:1901136,GO:0006026,GO:0006027,GO:0016020
